,Symbol,Security Name
5196,VLYPP,valley national bancorp.25% fixed-to-floating rate series a non-cumulative perpetual preferred stock
5197,VMAC,vistas media acquisition company
5198,VMACU,vistas media acquisition company
5199,VMACW,vistas media acquisition company
5200,VMAR,vision marine technologies
5201,VMBS,vanguard mortgage-backed securities etf
5202,VMD,viemed healthcare
5203,VMEO,vimeo
5204,VMGA,vmg consumer acquisition
5205,VMGAU,vmg consumer acquisition
5206,VMGAW,vmg consumer acquisition
5207,VNDA,vanda pharmaceuticals
5208,VNET,vnet group
5209,VNOM,viper energy partners lp
5210,VNQI,vanguard global ex-u.s. real estate etf
5211,VOD,vodafone group plc
5212,VONE,vanguard russell 1000 etf
5213,VONG,vanguard russell 1000 growth etf
5214,VONV,vanguard russell 1000 value etf
5215,VOR,vor biopharma
5216,VORB,virgin orbit holdings
5217,VORBW,virgin orbit holdings
5218,VOXX,voxx international
5219,VPCB,vpc impact acquisition holdings 
5220,VPCBU,vpc impact acquisition holdings 
5221,VPCBW,vpc impact acquisition holdings 
5222,VPN,global x data center reits & digital infrastructure etf
5223,VQS,viq solutions
5224,VRA,vera bradley
5225,VRAR,the glimpse group
5226,VRAY,viewray
5227,VRCA,verrica pharmaceuticals
5228,VRDN,viridian therapeutics
5229,VREX,varex imaging
5230,VRIG,invesco variable rate investment grade etf
5231,VRM,vroom
5232,VRME,verifyme
5233,VRMEW,verifyme
5234,VRNA,verona pharma plc
5235,VRNS,varonis systems
5236,VRNT,verint systems
5237,VRPX,virpax pharmaceuticals
5238,VRRM,verra mobility
5239,VRSK,verisk analytics
5240,VRSN,verisign
5241,VRTS,virtus investment partners
5242,VRTX,vertex pharmaceuticals
5243,VS,versus systems
5244,VSAC,vision sensing acquisition
5245,VSACU,vision sensing acquisition
5246,VSACW,vision sensing acquisition
5247,VSAT,viasat
5248,VSDA,victoryshares dividend accelerator etf
5249,VSEC,vse
5250,VSMV,victoryshares us multi-factor minimum volatility etf
5251,VSSYW,versus systems
5252,VSTA,vasta platform limited
5253,VSTM,verastem
5254,VTAQ,ventoux ccm acquisition
5255,VTAQR,ventoux ccm acquisition
5256,VTAQU,ventoux ccm acquisition
5257,VTAQW,ventoux ccm acquisition
5258,VTC,vanguard total
5259,VTGN,vistagen therapeutics
5260,VTHR,vanguard russell 3000 etf
5261,VTIP,vanguard short-term inflation-protected securities index fund
5262,VTIQ,vectoiq acquisition
5263,VTIQU,vectoiq acquisition
5264,VTIQW,vectoiq acquisition
5265,VTNR,vertex energy
5266,VTRS,viatris
5267,VTRU,vitru limited
5268,VTSI,virtra
5269,VTVT,vtv therapeutics
5270,VTWG,vanguard russell 2000 growth etf
5271,VTWO,vanguard russell 2000 etf
5272,VTWV,vanguard russell 2000 value etf
5273,VTYX,ventyx biosciences
5274,VUZI,vuzix
5275,VVOS,vivos therapeutics
5276,VVPR,vivopower international plc
5277,VWE,vintage wine estates
5278,VWEWW,vintage wine estates
5279,VWOB,vanguard emerging markets government bond etf
5280,VWTR,vidler water resources
5281,VXRT,vaxart
5282,VXUS,vanguard total international stock etf
5283,VYGR,voyager therapeutics
5284,VYMI,vanguard international high dividend yield etf
5285,VYNE,vyne therapeutics
5286,VYNT,vyant bio
5287,WABC,westamerica bancorporation
5288,WAFD,washington federal
5289,WAFDP,washington federal
5290,WAFU,wah fu education group limited
5291,WALD,waldencast acquisition
5292,WALDU,waldencast acquisition
5293,WALDW,waldencast acquisition
5294,WASH,washington trust bancorp
5295,WATT,energous
5296,WAVD,wavedancer
5297,WAVE,eco wave power global ab (publ)
5298,WAVSU,western acquisition ventures
5299,WB,weibo
5300,WBA,walgreens boots alliance
5301,WBND,western asset total return etf
5302,WCBR,wisdomtree cybersecurity fund
5303,WCLD,wisdomtree cloud computing fund
5304,WDAY,workday
5305,WDC,western digital
5306,WDFC,wd-40 company
5307,WEJO,wejo group limited
5308,WEJOW,wejo group limited
5309,WEN,wendy's company (the)
5310,WERN,werner enterprises
5311,WETF,wisdomtree investments
5312,WEYS,weyco group
5313,WFCF,where food comes from
5314,WFRD,weatherford international plc
5315,WGRO,wisdomtree u.s. growth & momentum fund
5316,WHF,whitehorse finance
5317,WHLM,wilhelmina international
5318,WHLR,wheeler real estate investment trust
5319,WHLRD,wheeler real estate investment trust
5320,WHLRL,wheeler real estate investment trust
5321,WHLRP,wheeler real estate investment trust
5322,WILC,"g. willi-food international, "
5323,WIMI,wimi hologram cloud
5324,WINA,winmark
5325,WINC,western asset short duration
5326,WING,wingstop
5327,WINT,windtree therapeutics
5328,WINV,winvest acquisition
5329,WINVR,winvest acquisition
5330,WINVU,winvest acquisition
5331,WINVW,winvest acquisition
5332,WIRE,encore wire
5333,WISA,summit wireless technologies
5334,WISH,contextlogic
5335,WIX,wix.com
5336,WIZ,alpha architect merlyn.ai bull-rider bear-fighter etf
5337,WKEY,wisekey international holding ag
5338,WKHS,workhorse group
5339,WKME,walkme
5340,WKSP,"worksport,"
5341,WKSPW,"worksport,"
5342,WLDN,willdan group
5343,WLFC,willis lease finance
5344,WMG,warner music group
5345,WMPN,william penn bancorporation
5346,WNDY,global x wind energy etf
5347,WNEB,western new england bancorp
5348,WNW,meiwu technology company limited
5349,WOOD,ishares s&p global timber & forestry index fund
5350,WOOF,petco health and wellness company
5351,WORX,scworx
5352,WPRT,westport fuel systems
5353,WRAP,wrap technologies
5354,WRLD,world acceptance
5355,WSBC,wesbanco
5356,WSBCP,wesbanco
5357,WSBF,waterstone financial
5358,WSC,willscot mobile mini holdings
5359,WSFS,wsfs financial
5360,WSTG,wayside technology group
5361,WTBA,west bancorporation
5362,WTER,the alkaline water company
5363,WTFC,wintrust financial
5364,WTFCM,wintrust financial
5365,WTFCP,wintrust financial
5366,WTMA,welsbach technology metals acquisition
5367,WTMAR,welsbach technology metals acquisition
5368,WTMAU,welsbach technology metals acquisition
5369,WTRH,waitr holdings
5370,WTW,willis towers watson public limited company
5371,WULF,terawulf
5372,WVE,wave life sciences
5373,WVFC,wvs financial
5374,WVVI,willamette valley vineyards
5375,WVVIP,willamette valley vineyards
5376,WW,ww international
5377,WWAC,worldwide webb acquisition
5378,WWACU,worldwide webb acquisition
5379,WWACW,worldwide webb acquisition
5380,WWD,woodward
5381,WYNN,"wynn resorts, limited"
5382,XAIR,beyond air
5383,XBIO,xenetic biosciences
5384,XBIOW,xenetic biosciences
5385,XBIT,xbiotech
5386,XCUR,exicure
5387,XDNA,strategic crispr & gene editing technology etf
5388,XEL,xcel energy
5389,XELA,exela technologies
5390,XELB,xcel brands
5391,XENE,xenon pharmaceuticals
5392,XENT,intersect ent
5393,XERS,xeris biopharma holdings
5394,XFIN,excelfin acquisition
5395,XFINU,excelfin acquisition
5396,XFINW,excelfin acquisition
5397,XFOR,x4 pharmaceuticals
5398,XGN,exagen
5399,XLNX,xilinx
5400,XLO,xilio therapeutics
5401,XM,qualtrics international
5402,XMTR,xometry
5403,XNCR,xencor
5404,XNET,xunlei limited
5405,XOMA,xoma
5406,XOMAO,xoma
5407,XOMAP,xoma
5408,XOS,xos
5409,XOSWW,xos
5410,XP,xp
5411,XPAX,xpac acquisition
5412,XPAXU,xpac acquisition
5413,XPAXW,xpac acquisition
5414,XPDBU,power & digital infrastructure acquisition ii
5415,XPEL,xpel
5416,XPER,xperi holding
5417,XRAY,dentsply sirona
5418,XRTX,xortx therapeutics
5419,XRX,xerox holdings
5420,XSPA,xpresspa group
5421,XT,ishares exponential technologies etf
5422,XTLB,xtl biopharmaceuticals
5423,XXII,22nd century group
5424,YELL,yellow
5425,YGMZ,mingzhu logistics holdings limited
5426,YI,111
5427,YJ,yunji
5428,YLDE,clearbridge dividend strategy esg etf
5429,YMAB,y-mabs therapeutics
5430,YMTX,yumanity therapeutics
5431,YNDX,yandex n.v.
5432,YORW,the york water company
5433,YQ,17 education & technology group
5434,YTEN,yield10 bioscience
5435,YTRA,yatra online
5436,YVR,liquid media group
5437,YY,joyy
5438,Z,zillow group
5439,ZAZZT,tick pilot test stock class a common stock
5440,ZBRA,zebra technologies
5441,ZBZZT,test pilot test stock class b common stock
5442,ZCMD,zhongchao
5443,ZCZZT,tick pilot test stock class c 
5444,ZD,ziff davis
5445,ZEAL,zealand pharma a/s
5446,ZENV,zenvia
5447,ZEST,ecoark holdings
5448,ZEUS,olympic steel
5449,ZG,zillow group
5450,ZGEN,the generation z etf
5451,ZGNX,zogenix
5452,ZI,zoominfo technologies
5453,ZING,ftac zeus acquisition
5454,ZINGU,ftac zeus acquisition
5455,ZINGW,ftac zeus acquisition
5456,ZION,zions bancorporation n.a.
5457,ZIONL,"zions bancorporation n.a..95% fixed-to-floating rate subordinated notes due september 15, 2028"
5458,ZIONO,zions bancorporation n.a./40th ownership interest in a share of series g fixed/floating-rate non-cumulative perpetual preferred stock
5459,ZIONP,zions bancorporation n.a./40th ownership interest in a share of series a floating-rate non-cumulative perpetual preferred stock
5460,ZIOP,ziopharm oncology
5461,ZIVO,zivo bioscience
5462,ZIVOW,zivo bioscience
5464,ZKIN,"zk international group co.,"
5465,ZLAB,zai lab limited
5466,ZM,zoom video communications
5467,ZNGA,zynga
5468,ZNTE,zanite acquisition
5469,ZNTEU,zanite acquisition
5470,ZNTEW,zanite acquisition
5471,ZNTL,zentalis pharmaceuticals
5472,ZS,zscaler
5473,ZSAN,zosano pharma
5474,ZT,zimmer energy transition acquisition
5475,ZTAQU,zimmer energy transition acquisition
5476,ZTAQW,zimmer energy transition acquisition
5477,ZUMZ,zumiez
5478,ZVO,zovio
5479,ZVZZC,nasdaq test stock nextshares test security
5481,ZWRK,z-work acquisition
5482,ZWRKU,z-work acquisition
5483,ZWRKW,z-work acquisition
5485,ZXYZ.A,nasdaq symbology test common stock
5487,ZY,zymergen
5488,ZYNE,zynerba pharmaceuticals
5489,ZYXI,zynex
